ID,Title,Final Decision,Year,Evaluator1,Evaluator2,Evaluator3,E1=E2?,Judge reason,Acronym,Venue_name,Authors
A193,Inferring and securing software configurations using automated reasoning,Exclude,2020,Exclude,Exclude,,TRUE,"The paper explicitly targets post-deployment operational configuration problems by validating and securing runtime configuration artifacts (e.g., .htaccess, runtime module loading, and build options) and is aimed at system administrators/operators to prevent misconfiguration vulnerabilities in deployed servers.",ESEC,European Software Engineering Conference (ESEC),Paul Gazzillo
A194,Global cost/quality management across multiple applications,Exclude,2020,Exclude,Exclude,,TRUE,The paper studies global cost and quality management across multiple applications. Its focus is application portfolio optimization and management rather than troubleshooting software misconfigurations.,ESEC,European Software Engineering Conference (ESEC),Liu Liu; Sibren Isaacman; Ulrich Kremer
A195,Statically inferring performance properties of software configurations,Include,2020,Include,Include,,TRUE,"The paper analyzes how configuration settings affect runtime performance in deployed distributed systems from an operator/user perspective, using static analysis of real system code and config files (e.g., hdfs-default.xml) to identify user-facing 'PerfConfs' and their runtime impacts.",EUROSYS,EuroSys European Conference on Computer Systems,Chi Li; Shu Wang; Henry Hoffmann; Shan Lu
A196,Using Static Analysis to Diagnose Configuration Errors,Include,2011,Include,Include,,TRUE,"This work statically analyzes source code to map configuration options to potential failure points and helps diagnose configuration-induced runtime errors using stack traces, and therefore falls within the scope of misconfiguration troubleshooting.",ISSTA,International Symposium on Software Testing and Analysis,"Rabkin, Ariel, and Randy Katz"
A197,Unified Configuration Setting Access in Configuration Management Systems,Exclude,2020,Exclude,Exclude,,TRUE,The paper focuses on preventing misconfigurations during the provisioning phase by improving how configuration,ICPC,IEEE International Conference on Program Comprehension,Markus Raab; Bernhard Denner; Stefan Hahnenberg; Jürgen Cito
A198,Automated tests for cross©\platform mobile apps in multiple configurations,Exclude,2020,Exclude,Exclude,,TRUE,"The paper addresses automated UI test generation and execution for cross-platform mobile apps using XPath selectors and a recorder tool, focusing on testers/developers and UI XML artifacts across devices/OS versions (test-time/design-time automation). It evaluates selector robustness across configurations rather than diagnosing, localizing, or repairing misconfigurations in deployed/running systems by operators.",IETS,IET Software,André Augusto Menegassi; André Takeshi Endo
A199,Multiple software product lines to configure applications of internet of things,Exclude,2020,Exclude,Exclude,,TRUE,"The paper addresses design-time variability management and feature-model merging for Software Product Lines/Multi-Product Lines using search-based optimisation; its actors are developers/architects doing product derivation from feature models rather than operators troubleshooting running systems, and it does not study runtime/operational misconfiguration diagnosis or repair.",IETS,IET Software,Guadalupe Isaura Trujillo-Tzanahua; Ulises Juárez-Martínez; Alberto A. Aguilar-Lasserre; María-Karen Cortés-Verdín; Catherine Azzaro-Pantel
A200,Scalability Assessment of Microservice Architecture Deployment Configurations: A Domain-based Approach Leveraging Operational Profiles and Load Tests,Exclude,2020,Exclude,Exclude,,TRUE,The paper focuses on performance testing and capacity planning (scalability assessment,JSS,Journal of Systems and Software,Alberto Avritzer; Vincenzo Ferme; Andrea Janes; Barbara Russo; André van Hoorn; Henning Schulz; Daniel Sadoc Menasché; Vilc Rufino
A201,Scrum versus Rational Unified Process in facing the main challenges of product configuration systems development,Exclude,2020,Exclude,Exclude,,TRUE,"The paper examines development-stage practices for product configuration systems (PCS) and compares RUP vs Scrum focusing on design-time scoping, modelling artefacts (PVM, CRC cards, user stories), and roles like product owners, developers and domain experts rather than operators diagnosing or repairing misconfigurations in deployed/running systems.",JSS,Journal of Systems and Software,Sara Shafiee; Yves Wautelet; Lars Hvam; Enrico Sandrin; Cipriano Forza
A202,Scalog: Seamless Reconfiguration and Total Order in a Scalable Shared Log,Exclude,2020,Exclude,Exclude,,TRUE,"The paper presents the design and evaluation of a shared-log system for running distributed services (storage servers, shards, Paxos ordering layer) and focuses on seamless reconfiguration, throughput, and failure recovery rather than operator-centric diagnosis or repair of misconfigured deployments. It targets system-level runtime architecture and performance, not post-deployment troubleshooting of configuration files by sysadmins.",NSDI,Symposium on Network System Design and Implementation,Cong Ding; David Chu; Evan Zhao; Xiang Li; Lorenzo Alvisi; Robbert van Renesse
A203,Frequency Configuration for Low-Power Wide-Area Networks in a Heartbeat,Exclude,2020,Exclude,Exclude,,TRUE,The paper focuses on dynamic runtime optimization of wireless transmission parameters (frequency selection),NSDI,Symposium on Network System Design and Implementation,Akshay Gadre; Revathy Narayanan; Anh Luong; Anthony G. Rowe; Bob Iannucci; Swarun Kumar
A204,Rex: Preventing Bugs and Misconfiguration in Large Services Using Correlated Change Analysis,Include,2020,Exclude,Include,Include,FALSE,"The paper can support troubleshooting configuration-induced functional requirement mismatches by learning correlated changes from historical fixes and recommending repair actions for problematic service configurations. Although the technique is applied before deployment, it still targets misconfiguration diagnosis and correction rather than general code evolution.",NSDI,Symposium on Network System Design and Implementation,Sonu Mehta; Ranjita Bhagwan; Rahul Kumar; Chetan Bansal; Chandra Shekhar Maddila; Balasubramanyan Ashok; Sumit Asthana; Christian Bird; Aditya Kumar
A205,Plankton: Scalable network configuration verification through model checking,Exclude,2020,Exclude,Exclude,,TRUE,"The paper explicitly targets offline/pre-deployment \configuration verification\"" (it repeatedly says verification is done \""prior to deployment of their configurations\"" and describes taking device config files plus environment specs to check correctness)",NSDI,Symposium on Network System Design and Implementation,Santhosh Prabhu; Kuan-Yen Chou; Ali Kheradmand; Brighten Godfrey; Matthew Caesar
A206,Config2Spec: Mining Network Specifications from Network Configurations,Exclude,2020,Exclude,Exclude,,TRUE,"The paper explicitly targets network operators and analyzes deployed network configurations and their data-plane/control-plane behavior under failure models, i.e., a post-deployment/operational context. It mines policies from running-system artifacts (device configs, forwarding states) to help operators detect unexpected behaviors and support verification/management.",NSDI,Symposium on Network System Design and Implementation,Rdiger Birkner; Dana Drachsler-Cohen; Laurent Vanbever; Martin T. Vechev
A207,Finding Network Misconfigurations by Automatic Template Inference,Exclude,2020,Exclude,Exclude,,TRUE,"The paper studies post-deployment troubleshooting of real, running network devices: it analyzes deployed router configuration artifacts (ACLs, prefix lists, route policies) and reports validation with network operators on datacenter, WAN, and campus production networks to find and remediate misconfigurations. Network is not in our scope.",NSDI,Symposium on Network System Design and Implementation,Siva Kesava Reddy K.; Alan Tang; Ryan Beckett; Karthick Jayaraman; Todd D. Millstein; Yuval Tamir; George Varghese
A208,Automated Reasoning and Detection of Specious Configuration in Large Systems with Symbolic Execution,Exclude,2020,Exclude,Exclude,,TRUE,"The paper explicitly studies 'specious' configurations that are valid yet cause poor performance in production and builds a field checker for operators; it analyzes runtime execution paths of deployed/running systems and evaluates on real server software (MySQL, PostgreSQL, Apache, Squid), so its focus is post-deployment operational troubleshooting by administrators.",OSDI,USENIX Symposium on Operating Systems Design and Implementation,Yigong Hu; Gongqi Huang; Peng Huang
A209,Testing Configuration Changes in Context to Prevent Production Failures,Exclude,2020,Exclude,Exclude,,TRUE,The paper proposes a method (ctests) for detecting failure-inducing configuration,OSDI,USENIX Symposium on Operating Systems Design and Implementation,Xudong Sun; Runxiang Cheng; Jianyan Chen; Elaine Ang; Owolabi Legunsen; Tianyin Xu
A210,Availability analysis of design configurations to compose virtual performance©\optimized data center systems in next©\generation cloud data centers,Exclude,2020,Exclude,Exclude,,TRUE,"The paper focuses on design-time composition and availability modeling of next-generation data center architectures (vPODs) using Redfish, RBD and SPN; it studies architectural/configuration trade-offs and component sensitivity rather than operator actions on running systems. The actors and artifacts are system architects/design models and simulated pools of hardware, not post-deployment operators diagnosing or repairing misconfigurations in live systems.",SPE,Software Practice and Experience,Daniel Rosendo; Demis Gomes; Guto Leoni Santos; Leylane Silva; André Moreira; Judith Kelner; Djamel Sadok; Glauco Estácio Gonçalves; Amardeep Mehta; Mattias Wildeman; Patrícia Takako Endo
A211,Predicting Hadoop misconfigurations using machine learning,Include,2020,Include,Include,,TRUE,"The paper studies misconfiguration detection and diagnosis in a running/operational Hadoop cluster and uses runtime artifacts (YARN configuration files, JobHistoryServer logs, and JMX system metrics), addressing operator-facing post-deployment troubleshooting of crashes and slowdowns.",SPE,Software Practice and Experience,A. Andrew Roobert; Apaar Gupta; Vinayak S. Shenoy; Dinkar Sitaram; Subramaniam Kalambur
A212,"Software Configuration Engineering in Practice Interviews, Survey, and Systematic Literature Review",Exclude,2020,Exclude,Exclude,,TRUE,"The paper explicitly deÔ¨Ånes its scope as run-time conÔ¨Åguration options ""whose value can still be changed by the end user, without having to re-deploy"", and studies practitioners (developers, deployers, operators and end users) in a post-deployment/operational context; it also addresses diagnosing and resolving conÔ¨Åguration failures and tool support for deployed systems. ",TSE,IEEE Transactions on Software Engineering,Mohammed Sayagh; Noureddine Kerzazi; Bram Adams; Fábio Petrillo
A213,Finding Faster Configurations Using FLASH,Exclude,2020,Exclude,Exclude,,TRUE,"The paper addresses post-deployment performance tuning: it explicitly measures and optimizes runtime configurations by executing benchmark runs on deployed systems (e.g., Apache Storm, compilers) and frames the work as assisting engineers/operators to fix sub-optimal production configurations, so the actor is operators/engineers and the artifact is live system configuration.",TSE,IEEE Transactions on Software Engineering,Vivek Nair; Zhe Yu; Tim Menzies; Norbert Siegmund; Sven Apel
A214,OPTIMUSCLOUD: Heterogeneous Configuration Optimization for Distributed Databases in the Cloud,Exclude,2020,Exclude,Exclude,,TRUE,"The paper explicitly targets runtime, post-deployment operations: it presents an online reconÔ¨Åguration system for deployed NoSQL clusters (Cassandra and Redis) and cloud VM instances and discusses operator-level actions (selecting subsets of servers to reconÔ¨Ågure) to handle dynamic workloads. The work operates on live systems and config artifacts (DB parameters and VM types) to diagnose and change configurations with availability/downtime considerations.",USENIX ATC,USENIX Annual Technical Conference,Ashraf Mahgoub; Alexander Michaelson Medoff; Rakesh Kumar; Subrata Mitra; Ana Klimovic; Somali Chaterji; Saurabh Bagchi
A215,Characterizing and Detecting Configuration Compatibility Issues in Android Apps,Exclude,2021,Exclude,Exclude,,TRUE,The paper focuses on static analysis for Android app developers to detect compatibility,ASE,2021 36th IEEE/ACM International Conference on Automated Software Engineering (ASE),Huaxun Huang; Ming Wen; Lili Wei; Yepang Liu; Shing-Chi Cheung
A216,GenTree: Inferring Configuration Interactions using Decision Trees,Exclude,2021,Exclude,Exclude,,TRUE,"The work is aimed at testing and static coverage analysis of configurable software using test suites and a program-runner (built-in programs, normal programs, and exhaustive ground-truth runs), targeting developers/testers rather than operators troubleshooting running production systems; it does not address post-deployment diagnosis or repair of misconfigurations in operational environments.",ASE,2021 36th IEEE/ACM International Conference on Automated Software Engineering (ASE),KimHao Nguyen; ThanhVu Nguyen
A217,Learning Patterns in Configuration,Exclude,2021,Exclude,Exclude,,TRUE,"The paper primarily targets developer/commit-time checks by mining patterns from configuration file contents and version-control commit histories and integrating with IDEs/review automation, i.e., a pre-deployment/developer-focused workflow, not post-deployment operator troubleshooting of running systems.",ASE,2021 36th IEEE/ACM International Conference on Automated Software Engineering (ASE),Ranjita Bhagwan; Sonu Mehta; Arjun Radhakrishna; Sahil Garg
A218,A Formally Verified Configuration for Hardware Security Modules in the Cloud,Exclude,2021,Include,Exclude,Exclude,FALSE,"The paper explicitly targets post-deployment, operational configuration of cloud-hosted Hardware Security Modules (HSMs), discussing actors who manage running systems (Security Officer, Key Manager, Normal Users) and real operational artifacts (the PKCS#11 API, key attributes, AWS CloudHSM). It focuses on securing and deploying configurations in the cloud HSM runtime environment rather than design-time or compile-time configuration models.",CCS,ACM Conference on Computer and Communications Security,Riccardo Focardi; Flaminia L. Luccio
A219,All your Credentials are Belong to Us: On Insecure WPA2-Enterprise Configurations,Exclude,2021,Exclude,Exclude,,TRUE,"The paper analyzes real, deployed WPA2-Enterprise configurations and artifacts from tertiary education institutions, including user/operator-facing configuration instructions, OS UIs, pre-configured eduroam CAT profiles, and live authentication servers, explicitly studying post-deployment operational configurations and actors (users/IT staff).",CCS,ACM Conference on Computer and Communications Security,Man Hong Hue; Joyanta Debnath; Kin Man Leung; Li Li; Mohsen Minaei; M. Hammad Mazhar; Kailiang Xian; Md. Endadul Hoque; Omar Chowdhury; Sze Yiu Chau
A220,RandPiper - Reconfiguration-Friendly Random Beacons with Quadratic Communication,Exclude,2021,Exclude,Exclude,,TRUE,"The paper is a distributed-cryptography / consensus protocol design study: it targets protocol-level reconfiguration and communication complexity for random beacon services and BFT state machine replication (actors are protocol nodes/designers, not operators/sysadmins), and the term ""reconfiguration-refers to node membership changes rather than operator troubleshooting of deployed application configuration files. There is no study of how operators diagnose, localize, or fix misconfigurations in running applications or config files in production, so it does not match post-deployment misconfiguration troubleshooting scope.",CCS,ACM Conference on Computer and Communications Security,Adithya Bhat; Nibesh Shrestha; Zhongtang Luo; Aniket Kate; Kartik Nayak
A221,Discovering configuration workflows from existing logs using process mining,Exclude,2021,Exclude,Exclude,,TRUE,"This paper focuses on deriving configuration workflows from historical configuration logs and feature models to build/configure configurators for domain engineers (design-time/configurator-building context), rather than diagnosing or repairing misconfigurations in running/production systems by operators. It explicitly targets feature-model artifacts and configurator design, not post-deployment troubleshooting or operator incident diagnosis.",ESE,Empirical Software Engineering,Belén Ramos-Gutiérrez; Ángel Jesús Varela-Vaca; José Á. Galindo; María Teresa Gómez-López; David Benavides
A222,Empirical assessment of generating adversarial configurations for software product lines,Exclude,2021,Exclude,Exclude,,TRUE,"The paper investigates generating adversarial configurations to probe and improve ML classifiers used during software product line product derivation and testing (design-time / pre-deployment), operating on variability models and configurator artifacts. The actors are developers/researchers of SPLs and the focus is on sampling, classifier evaluation and retraining rather than on diagnosing, localizing, or repairing misconfigurations in deployed/running systems by operators.",ESE,Empirical Software Engineering,Paul Temple; Gilles Perrouin; Mathieu Acher; Battista Biggio; Jean-Marc Jezéquél; Fabio Roli
A223,Multi-objectivizing software configuration tuning,Exclude,2021,Exclude,Exclude,,TRUE,The paper focuses on automatic performance tuning (optimization) of configuration parameters using search,ESEC,European Software Engineering Conference (ESEC),Tao Chen; Miqing Li
A224,Generalizable and interpretable learning for configuration extrapolation,Exclude,2021,Include,Exclude,Exclude,FALSE,"The paper studies tuning and interpreting configurations of deployed, running systems (Apache Spark workloads on cloud hardware) from an operator/user perspective, using performance and low-level system metrics measured at runtime to diagnose, explain, and extrapolate better configurations. It evaluates on real workloads and hardware and provides visualization intended for operators to understand and fix poor-performing configurations.",ESEC,European Software Engineering Conference (ESEC),Yi Ding; Ahsan Pervaiz; Michael Carbin; Henry Hoffmann
A225,Swarmbug: debugging configuration bugs in swarm robotics,Exclude,2021,Exclude,Exclude,,TRUE,"The paper explicitly targets runtime/post-deployment configuration failures in swarm missions: it analyzes executions, environment and swarm configuration variables, and validates fixes both in simulation and on physical drones, indicating an operator/developer-facing troubleshooting workflow for running systems. ROS is not in our scope.",ESEC,European Software Engineering Conference (ESEC),Chijung Jung; Ali Ahad; Jinho Jung; Sebastian G. Elbaum; Yonghwi Kwon
A226,Finding broken Linux configuration specifications by statically analyzing the Kconfig language,Exclude,2021,Exclude,Exclude,,TRUE,"The paper performs static analysis of developer-maintained Kconfig specification files to find \unmet dependency\"" bugs at build-time; it targets Kconfig authors and kernel maintainers and reasons about specification artifacts rather than diagnosing misconfigurations in deployed/running systems by operators. The work focuses on pre-deployment/build-time specification correctness",ESEC,European Software Engineering Conference (ESEC),Jeho Oh; Necip Fazil Yildiran; Julian Braha; Paul Gazzillo
A227,Freeing hybrid distributed AI training configuration,Exclude,2021,Exclude,Exclude,,TRUE,"The paper addresses automatic hybrid parallelism configuration for distributed deep learning training by DL framework designers and AI researchers during training setup, focusing on symbolic cost models for strategy selection rather than diagnosing or repairing misconfigurations in running/production systems by operators.",ESEC,European Software Engineering Conference (ESEC),Haoran Wang
A228,Embedding app-library graph for neural third party library recommendation,Exclude,2021,Exclude,Exclude,,TRUE,"The paper recommends third-party libraries using graph embeddings over app-library relationships. It addresses library recommendation for development, not diagnosis or repair of configuration errors in running systems.",ESEC,European Software Engineering Conference (ESEC),Bo Li; Qiang He; Feifei Chen; Xin Xia; Li Li; John C. Grundy; Yun Yang
A229,Semantic bug seeding: a learning-based approach for creating realistic bugs,Exclude,2021,Exclude,Exclude,,TRUE,"The paper is developer-focused and design-time: it mines version-control commits and AST token sequences to seed bugs in source code, targeting researchers/developers rather than operators handling running systems. The artifacts are source code tokens and bug-fixing commits, not runtime configuration files or operator troubleshooting of deployed services.",ESEC,European Software Engineering Conference (ESEC),Jibesh Patra; Michael Pradel
A230,Finding heterogeneous-unsafe configuration parameters in cloud systems,Exclude,2021,Exclude,Exclude,,TRUE,The paper proposes a pre-deployment testing framework (Zebra,EUROSYS,EuroSys European Conference on Computer Systems,Sixiang Ma; Fang Zhou; Michael D. Bond; Yang Wang
A231,ConfInLog: Leveraging Software Logs to Infer Configuration Constraints,Exclude,2021,Exclude,Exclude,,TRUE,The paper focuses on extracting configuration constraints from log messages to help operators avoid or,ICPC,IEEE International Conference on Program Comprehension,Shulin Zhou; Xiaodong Liu; Shanshan Li; Zhouyang Jia; Yuanliang Zhang; Teng Wang; Wang Li; Xiangke Liao
A232,Considerations and Pitfalls in Controlled Experiments on Code Comprehension,Exclude,2021,Exclude,Exclude,,TRUE,The paper discusses experimental design considerations and pitfalls in code comprehension studies. It is a research-methodology paper unrelated to software misconfiguration troubleshooting.,ICPC,IEEE International Conference on Program Comprehension,Dror G. Feitelson
A233,Test-case prioritization for configuration testing,Exclude,2021,Include,Exclude,Exclude,FALSE,The paper focuses on detecting misconfigurations in real-world cloud systems. Error injection/fuzzing is not in our scope.,ISSTA,International Symposium on Software Testing and Analysis,Runxiang Cheng; Lingming Zhang; Darko Marinov; Tianyin Xu
A234,The impact of tool configuration spaces on the evaluation of configurable taint analysis for Android,Exclude,2021,Exclude,Exclude,,TRUE,"The paper studies configuration options of static taint analysis tools (FlowDroid and DroidSafe) in a static-analysis/tool-evaluation context, focusing on how tool settings affect precision, soundness and performance at analysis time rather than diagnosing misconfigurations in running/deployed systems. It analyzes tool implementation and source-code-based analyses and targets tool developers/users tuning analyzers, not operators troubleshooting live system configs.",ISSTA,International Symposium on Software Testing and Analysis,Austin Mordahl; Shiyi Wei
A235,Challenges and opportunities: an in-depth empirical study on configuration error injection testing,Exclude,2021,Exclude,Exclude,,TRUE,"The paper empirically studies runtime misconfiguration troubleshooting in deployed/running systems: it injects erroneous values into configuration files of System Under Test (SUTs), executes system test suites, and analyzes logs to evaluate diagnosability and reliability, focusing on operator-facing post-deployment behavior rather than design-time modeling.",ISSTA,International Symposium on Software Testing and Analysis,Wang Li; Zhouyang Jia; Shanshan Li; Yuanliang Zhang; Teng Wang; Erci Xu; Ji Wang; Xiangke Liao
A236,Empirically evaluating readily available information for regression test optimization in continuous integration,Exclude,2021,Exclude,Exclude,,TRUE,The paper evaluates information sources for regression test optimization in continuous integration. It focuses on test selection and CI efficiency rather than diagnosis or repair of configuration-induced failures.,ISSTA,International Symposium on Software Testing and Analysis,Daniel Elsner; Florian Hauer; Alexander Pretschner; Silke Reimer
A237,Analyzing the sensitivity of multi-objective software architecture refactoring to configuration characteristics,Exclude,2021,Exclude,Exclude,,TRUE,"The study focuses on automated, model-based software architecture refactoring using Æmilia ADL models and evolutionary algorithms, targeting architects/developers and ADL artifacts rather than operators troubleshooting running systems; it evaluates algorithm configuration and refactoring sequences in a modeling/performance-analysis environment rather than diagnosing or repairing misconfigurations in deployed systems.",IST,Information and Software Technology,Vittorio Cortellessa; Daniele Di Pompeo
A238,Tuning configuration of apache spark on public clouds by combining multi-objective optimization and performance prediction model,Exclude,2021,Exclude,Exclude,,TRUE,The paper focuses on automatic performance tuning and multi-objective optimization (minim,JSS,Journal of Systems and Software,Guoli Cheng; Shi Ying; Bingming Wang
A239,Learning software configuration spaces: A systematic literature review,Exclude,2021,Exclude,Exclude,,TRUE,This paper is a secondary study (Systematic Literature Review) focusing,JSS,Journal of Systems and Software,Juliana Alves Pereira; Hugo Martin; Mathieu Acher; Jean-Marc Jezéquél; Goetz Botterweck; Anthony Ventresque
A240,Adapting Wireless Mesh Network Configuration from Simulation to Reality via Deep Learning based Domain Adaptation,Exclude,2021,Include,Exclude,Exclude,FALSE,"The paper explicitly studies post-deployment configuration of running wireless mesh networks: it evaluates models on a physical testbed, collects field measurements, and addresses the simulation-to-reality gap for operators managing live networks and network managers. The artifact is real system configurations/performance (WirelessHART testbed) rather than design-time models, so it fits operational troubleshooting and configuration for deployed systems.",NSDI,Symposium on Network System Design and Implementation,Junyang Shi; Mo Sha; Xi Peng
A241,Toward safe and efficient reconfiguration with Concerto,Exclude,2021,Exclude,Exclude,,TRUE,"The paper clearly targets runtime/post-deployment reconfiguration of running distributed systems and is written for system administrators/DevOps actors (it repeatedly mentions reconÔ¨Åguration programs, behaviors, assemblies and synchronization of live components). It evaluates concrete operational artifacts (Docker, MariaDB/Galera, SSH-based actions) and focuses on coordinating lifecycle actions and minimizing disruption in running systems rather than design-time configuration modeling.",SCP,Science of Computer Programming,Maverick Chardet; Hélène Coullon; Simon Robillard
A242,Server configuration optimization in mobile edge computing: A cost©\performance tradeoff perspective,Exclude,2021,Exclude,Exclude,,TRUE,"The paper explicitly studies server configuration optimization before system deployment from a service-provider perspective and repeatedly frames the goal as choosing processor types and counts for edge servers prior to establishing the MEC platform; it does not address diagnosis, localization, explanation, or repair of misconfigurations in running/deployed systems.",SPE,Software Practice and Experience,Zhenli He; Kenli Li; Keqin Li; Wei Zhou; Keqin Li; Wei Zhou
A243,Performance Modeling of Moving Target Defenses with Reconfiguration Limits,Exclude,2021,Exclude,Exclude,,TRUE,"The paper analyzes runtime behavior of Moving Target Defenses on deployed resources (VMs) and models operator-controlled parameters (reconfiguration rate and concurrent-reconfigure limits); it validates findings with experiments on a XenServer pool, indicating a focus on post-deployment, operator-facing operational configuration management.",TDSC,IEEE Transactions on Dependable and Secure Computing,Warren Connell; Daniel A. Menascé; Massimiliano Albanese
A244,Recommending Faulty Configurations for Interacting Systems Under Test Using Multi-objective Search,Exclude,2021,Exclude,Exclude,,TRUE,The paper focuses on generating faulty configurations for testing purposes (System,TOSEM,ACM Transactions on Software Engineering and Methodology,Safdar Aqeel Safdar; Tao Yue; Shaukat Ali
A245,An Availability Analysis Approach for Deployment Configurations of Containers,Exclude,2021,Exclude,Exclude,,TRUE,"The paper studies failures and availability of deployed/running container and VM configurations (runtime/operational artifacts like Docker daemons, VMs, kubelet-like agents) but focuses on analytic modeling and simulation rather than operator-centric diagnosis, localization, or repair of configuration errors. It analyzes failure-repair and migration behavior in production-like deployments but does not present methods for troubleshooting misconfigurations by users/operators.",TSC,IEEE Transactions on Services Computing,Stefano Sebastio; Rahul Ghosh; Tridib Mukherjee
A246,A Correct-by-Construction Model for Verifying Transactional Composite Services Configuration,Exclude,2021,Exclude,Exclude,,TRUE,"The paper addresses design-time, correct-by-construction verification of composite web service configurations by designers using EVENT-B, proof obligations, and ProB animation, operating on formal composition models and ATS specifications rather than on deployed/running systems or operator-led incident diagnosis of live configuration files.",TSC,IEEE Transactions on Services Computing,Imed Abbassi; Amel Mammar; Mohamed Graïet
A247,ConfigMiner: Identifying the Appropriate Configuration Options for Config-Related User Questions by Mining Online Forums,Include,2021,Include,Include,,TRUE,"The paper explicitly targets post-deployment, operational questions asked by users/operators on online forums (StackOverflow, ServerFault, Firefox forum) about real system configuration options (e.g., Firefox, Hadoop, Cassandra), i.e., troubleshooting/diagnosis in running systems. Its actor is end-users/operators seeking appropriate config options and the artifact is deployed system configuration (option names and values), matching the review's scope on misconfiguration troubleshooting.",TSE,IEEE Transactions on Software Engineering,Mohammed Sayagh; Ahmed E. Hassan
A248,Trimmer: An Automated System for Configuration-Based Software Debloating,Exclude,2021,Exclude,Exclude,,TRUE,"The paper focuses on compile-time/static program specialization: it operates on LLVM IR using a user-provided manifest of command-line arguments and configuration file contents to produce a specialized binary. The work targets pre-deployment code debloating (analysis/transforms such as entry-point specialization, file I/O specialization, and constant propagation), not runtime diagnosis, localization, or repair by operators in deployed systems.",TSE,IEEE Transactions on Software Engineering,Aatira Anum Ahmad; Abdul Rafae Noor; Hashim Sharif; Usama Hameed; Shoaib Asif; Mubashir Anwar; Ashish Gehani; Fareed Zaffar; Junaid Haroon Siddiqui
A249,Detecting and Measuring Misconfigured Manifests in Android Apps,Exclude,2022,Exclude,Exclude,,TRUE,"The paper studies misconfigurations in deployed Android apps by analyzing AndroidManifest.xml files extracted from real APKs collected from Google Play and pre-installed Samsung firmware, i.e., artifacts in installed/running apps rather than design-time models. It presents an operational detection tool (ManiScope) for operators/researchers to find and explain manifest misconfigurations in the wild. Android is not in our scope.",CCS,Proceedings of the 2022 ACM SIGSAC Conference on Computer and Communications Security,Yuqing Yang; Mohamed Elsabagh; Chaoshun Zuo; Ryan Johnson; Angelos Stavrou; Zhiqiang Lin
A250,C2C: Fine-grained Configuration-driven System Call Filtering,Exclude,2022,Exclude,Exclude,,TRUE,"The paper focuses on post-deployment, runtime behavior by mapping active runtime configuration options in deployed binaries (Apache, Nginx, Postgres, Wget, etc.) to code and applying Seccomp BPF filters at process launch; the actors are operators/administrators of running systems and the artifacts are real application config objects and system-call profiles.",CCS,ACM Conference on Computer and Communications Security,Seyedhamed Ghavamnia; Tapti Palit; Michalis Polychronakis
A251,Detecting and Measuring Misconfigured Manifests in Android Apps,Exclude,2022,Exclude,Exclude,,TRUE,"The paper empirically measures misconfigured manifests in Android apps. Although it studies misconfigurations, its contribution is empirical measurement of Android manifest issues rather than a troubleshooting technique for diagnosing or resolving misconfigurations in deployed operational systems.",CCS,ACM Conference on Computer and Communications Security,Yuqing Yang; Mohamed Elsabagh; Chaoshun Zuo; Ryan Johnson; Angelos Stavrou; Zhiqiang Lin
A252,Staccato: A bug finder for dynamic configuration updates,Exclude,2016,Exclude,Exclude,,TRUE,"This work detects implementation defects in dynamic configuration update mechanisms via runtime analysis; it does not study, diagnose, or explain real-world misconfiguration-induced failures encountered by users, and therefore falls outside the scope of misconfiguration troubleshooting.",ECOOP,30th European Conference on Object-Oriented Programming,"Toman, John, and Dan Grossman"
A253,Understanding and Detecting On-the-Fly Configuration Bugs,Exclude,2023,Exclude,Exclude,,TRUE,"This work detects and tests bugs in runtime configuration update mechanisms (i.e., on-the-fly configuration bugs) by comparing program behaviors before and after dynamic updates ",ICSE,2023 IEEE/ACM 45th International Conference on Software Engineering,"Wang, Teng, Zhouyang Jia, Shanshan Li, Si Zheng, Yue Yu, Erci Xu, Shaoliang Peng, and Xiangke Liao"
A254,Using code reviews to automatically configure static analysis tools,Exclude,2022,Exclude,Exclude,,TRUE,The paper targets developers and code reviewers configuring Static Code Analysis Tools (CheckStyle) during development and Continuous Integration; it operates on code review comments and tool configurations (pre-deployment artifacts) rather than on incidents in running/production systems or operator-led runtime diagnosis.,ESE,Empirical Software Engineering,Fiorella Zampetti; Saghan Mudbhari; Venera Arnaoudova; Massimiliano Di Penta; Sebastiano Panichella; Giuliano Antoniol
A255,AgileCtrl: a self-adaptive framework for configuration tuning,Include,2022,Include,Include,,TRUE,"The paper studies post-deployment, runtime configuration tuning and diagnosis in deployed systems (HDFS, HBase, Cassandra), focusing on how a self-adaptive framework (the actor) adjusts live configuration parameters (PerfConfs) and its own internal parameters (AdapConfs) to handle operational mismatches. The evaluations target runtime failures (performance oscillation, OOM, crashes) and runtime resource/workload mismatches, i.e., operational troubleshooting in running systems.",ESEC,European Software Engineering Conference (ESEC),Shu Wang; Henry Hoffmann; Shan Lu
