Software,Link,Description,Year,Last Modified
Nginx,https://stackoverflow.com/questions/54056669/single-page-html-website-nginx-403-forbidden,"I have CentOS server, nginx installed, domain configured. I want to show basic single page index.html file, but it displays error: 403 Forbidden nginx/1.12.2 . Whole website is located in directory: /...",2019,2019
Nginx,https://stackoverflow.com/questions/64996430/my-https-ssl-tls-nginx-configuration-give-me-timeout,My HTTPS (SSL/TLS) nginx configuration give me timeout,2020,2020
Nginx,https://stackoverflow.com/questions/63178715/sec-error-adding-cert-error-adding-certificate-to-database,SEC_ERROR_ADDING_CERT: Error adding certificate to database,2020,2021
Nginx,https://stackoverflow.com/questions/61701266/500-error-on-moving-project-to-another-server,500 error on moving project to another server,2020,2020
Nginx,https://serverfault.com/questions/1030964/haproxy-edge-redirecting-to-proxy-port-instead-of-proxying-for-certain-uri-pat,HaProxy edge redirecting to proxy port (instead of proxying) for certain URI patterns,2020,2020
Nginx,https://stackoverflow.com/questions/62352790/websockets-not-working-on-ios-and-safari-ossstatus-error-9837,Websockets not working on iOS and Safari - OSSStatus Error 9837,2020,2021
Nginx,https://stackoverflow.com/questions/63774412/nginx-not-serving-the-sitemap-file,nginx not serving the sitemap file,2020,2020
Nginx,https://stackoverflow.com/questions/63289848/kubernetes-nginx-ingress-error-with-configuration-snippet,kubernetes nginx ingress error with configuration-snippet,2020,2020
Nginx,https://serverfault.com/questions/1022324/nginx-cannot-serve-with-permission-error,Nginx cannot serve with permission error,2020,2020
Nginx,https://stackoverflow.com/questions/64268764/nginx-php-fpm-scaling-issues-on-aws-ec2-instance,Nginx + Php Fpm scaling issues on AWS EC2 instance,2020,2020
Nginx,https://stackoverflow.com/questions/61846285/nginx-regex-engine-on-url-rewrite-doesnt-support-squiggly-brackets,"My nginx config seems to fail on the syntax check if I try to use the squiggly brackets, even though this answer implies that nginx uses PECR, and this fiddle shows that the squiggly brackets work und...",2020,2020
Nginx,https://stackoverflow.com/questions/64214321/segmentation-fault-core-dumped-when-using-nginx-reverse-proxy-flask,"I am using this flask profiler https://github.com/muatik/flask-profiler Locally it works fine with a simple flask app, however, when I run on it on my server that uses NGINX as a reverse proxy it will...",2020,2020
Nginx,https://stackoverflow.com/questions/68334352/nginx-ssl-react-node-response-is-timeout,"nginx ssl + react + node, response is timeout",2021,2021
Nginx,https://stackoverflow.com/questions/65656649/,add some configurations to files,2021,2023
Nginx,https://stackoverflow.com/questions/65543927/kubernetes-ingress-server-alias-only-applies-to-one-ingress-host,"According to this doc ( https://kubernetes.github.io/ingress-nginx/user-guide/nginx-configuration/annotations/#server-alias ), I'm able to add additional server_name to the nginx config file. However,...",2021,2021
Nginx,https://stackoverflow.com/questions/65549436/session-affinity-cookie-not-working-anymore-kubernetes-with-nginx-ingress,An upgrade of our Azure AKS - Kubernetes environment to Kubernetes version 1.19.3 forced me to also upgrade my Nginx helm.sh/chart to nginx-ingress-0.7.1. As a result I was forced to change the API ve...,2021,2021
Nginx,https://stackoverflow.com/questions/65553428/cors-configuration-ok-on-the-server-but-client-thinks-its-not,I've a client on a server ( https://example.com ) and an API on another server ( https://api.myapis.com/thisapi ) When my client calls the API server I have this in my NGINX log: XXX.XXX.XXX.XXX - - [...,2021,2021
Nginx,https://stackoverflow.com/questions/65554896/nginx-server-configuration-hostname-not-resolving-on-subdomain,"thank you in advance for your support. I set up an Ubuntu Server with Nginx as a Digitalocean Droplet and am using the server provisioning tool Laravel Forge , which works fine. I successfully install...",2021,2021
Nginx,https://stackoverflow.com/questions/65567055/can-i-return-404-in-nginx-when-the-url-contains-a-file-extension,I'm new to nginx and need to modify an application's nginx configuration file to always return a 404 if the URL contains a file extension. My nginx.conf file is as follows: worker_processes 1; events ...,2021,2021
Nginx,https://stackoverflow.com/questions/65570735/jenkins-on-k8s-oidc-redirect-behind-nginx-reverse-proxy,"I am setting up an Nginx Reverse Proxy, for redirecting all traffic from a domain into a kubernetes cluster via Port 30000. Kubernetes is gathering any workload and sends it to correlated services bas...",2021,2021
Nginx,https://stackoverflow.com/questions/72840115,reconfigure SSL,2022,2022
Nginx,https://stackoverflow.com/questions/72430595,wrong configuration: advanced nginx http to https redirect,2022,2022
Nginx,https://stackoverflow.com/questions/72675848,wrong position,2022,2022
Nginx,https://stackoverflow.com/questions/72502807,configuration file name override,2022,2022
Nginx,https://stackoverflow.com/questions/72093387,missing  /,2022,2022
Nginx,https://stackoverflow.com/questions/71462799,duplicate =,2022,2022
Nginx,https://stackoverflow.com/questions/71326580,typo  && func,2022,2022
Nginx,https://stackoverflow.com/questions/71239175/,typo ,2022,2022
Nginx,https://stackoverflow.com/questions/70095266,configuration it has a duplicate rule,2022,2022
Nginx,https://serverfault.com/questions/1111604/,$backend2 wrong position,2022,2022
Nginx,https://serverfault.com/questions/1103573,"nginx config is read top bottom with first match, add blog part upper in the site config",2022,2022
Nginx,https://serverfault.com/questions/1102199/,missing /,2022,2022
Nginx,https://stackoverflow.com/questions/71489437,file upload limit,2022,2023
Nginx,https://stackoverflow.com/questions/72855671,a listener for example.net,2022,2022
Nginx,https://stackoverflow.com/questions/74238832,add server_name on the listen 80 of both blocks  conflict server name,2022,2022
Nginx,https://stackoverflow.com/questions/72735826/,wrong path,2022,2022
Nginx,https://stackoverflow.com/questions/71475528/,wrong path,2022,2022
Nginx,https://stackoverflow.com/questions/74927448,?typo in the URL,2022,2023
Nginx,https://stackoverflow.com/questions/74770177/,wrong URL,2022,2022
Nginx,https://stackoverflow.com/questions/73462828,server_name?should not have ports,2022,2022
Nginx,https://stackoverflow.com/questions/73184948,?listening on 443 is forwarding the request back to 80 using?proxy_pass,2022,2022
Nginx,https://stackoverflow.com/questions/72129793,Your?Ingress?points at port 8080 but?Service?exposes port 80,2022,2022
Nginx,https://stackoverflow.com/questions/71907762,wrong URL£®https£ø£©,2022,2022
Nginx,https://stackoverflow.com/questions/70887445,wrong path,2022,2022
Nginx,https://stackoverflow.com/questions/70886968,server_name directives to include the private ip address,2022,2022
Nginx,https://stackoverflow.com/questions/70848961,?whitelist the API server IP address on the database firewall configuration,2022,2022
Nginx,https://serverfault.com/questions/1106440/,wrong url,2022,2022
Nginx,https://serverfault.com/questions/1115189,another config file that had port 80 listening on ssl,2022,2022
Nginx,https://serverfault.com/questions/1114355/,"contain the domain name of your service, not IP address.",2022,2022
Nginx,https://stackoverflow.com/questions/72147711,different directories of components should be same,2022,2022
Nginx,https://stackoverflow.com/questions/72522017/,update Nginx version,2022,2022
Nginx,https://stackoverflow.com/questions/73036677,downgrading Nginx to 1.18.0,2022,2022
Nginx,https://stackoverflow.com/questions/72840115,"using Nginx as a reverse proxy, after making sure that the port is open on your container, just let Nginx handle the SSL and don't configure it again",2022,2022
Nginx,https://stackoverflow.com/questions/72937572,version did not match,2022,2022
Nginx,https://serverfault.com/questions/1114122/,"http/1.0 per default, and curl uses http/1.1",2022,2022
Nginx,https://stackoverflow.com/questions/71317809/,increase file upload size,2022,2022
Nginx,https://stackoverflow.com/questions/74735021,Missing proxy_read_timeout 86400,2022,2022
Nginx,https://stackoverflow.com/questions/74868724,port ranging from 0-1023 as it is intended for system use. Hence updated the answer to allow ports from 1025:65535,2022,2022
Nginx,https://stackoverflow.com/questions/74755384/,https HTTP_PROXY_NAME=foo.org HTTP_SCHEME=https,2022,2022
Nginx,https://stackoverflow.com/questions/73617220,missing config proxy_set_header Host $http_host;,2022,2022
Nginx,https://stackoverflow.com/questions/73236968,wrong config for try_files $uri $uri/ =404;      ,2022,2022
Nginx,https://stackoverflow.com/questions/72480039/,increase ingress resource:  increase the body size of files,2022,2022
Nginx,https://stackoverflow.com/questions/72405739,parameter list lost some pages,2022,2024
Nginx,https://stackoverflow.com/questions/72158497,file too big make the cpu wait,2022,2022
Nginx,https://stackoverflow.com/questions/71435230,out of memory,2022,2022
Nginx,https://stackoverflow.com/questions/71326580,"a separate?must be there to handle ""normal"" HTTP requests",2022,2022
Nginx,https://stackoverflow.com/questions/70937709/,proxy_set_header Connection $http_connection;,2022,2023
Nginx,https://stackoverflow.com/questions/71220793,utilise proxy_next_upstream and require request,2022,2022
Nginx,https://stackoverflow.com/questions/70741577,modifying keys_zone to larger value cache size,2022,2022
Nginx,https://stackoverflow.com/questions/70908535,server block not active,2022,2022
Nginx,https://stackoverflow.com/questions/70804998/,redirect,2022,2022
Nginx,https://stackoverflow.com/questions/70552576,disable?.autoindex on to prevent people see files,2022,2022
Nginx,https://stackoverflow.com/questions/71717423/dockerized-nginx-configuration-with-reactjs-app-running-on-azure-container-inst,I have a fairly standard ReactJS frontend (using port 3000) app which is served by a NodeJS backend server (using port 5000). Both apps are Dockerized and I have configured NGINX in order to proxy req...,2022,2022
Nginx,https://stackoverflow.com/questions/71725166/bad-request-csrf-token-not-found-csrf-handling-for-flask-wtf,"CSRF Token Not Found | CSRF Handling for Flask WTF | BODY: The Issue I work for a couple of simple volunteering organizations helping with management and running campaigns, but we needed a system to track peoples hours for honorarium and productivity tracking...",2022,2022
Nginx,https://stackoverflow.com/questions/71819652/nginx-upstream-proxy-pass-not-working-for-heroku,The below nginx config is working fine if I hardcode my herokuapp(backend API) in proxy_pass section: http { server { listen 8080; location / { proxy_pass http://my-app.herokuapp.com; } } } events { }...,2022,2022
Nginx,https://stackoverflow.com/questions/71823255/gunicorn-error-unrecognized-arguments-wsgiapplication,"I was trying to run Django in Nginx with the centos7 platform and also I am a newbie to it. After some time, I configured Django in Nginx with the help of the gunicorn service, But suddenly gunicorn s...",2022,2022
Nginx,https://stackoverflow.com/questions/71847448/static-build-of-nginx,"I am preparing a Docker image that intends to use a static build of Nginx RUN set -ex \ && wget -qO- github.com/nginx/nginx/archive/""$NGINX_HASH"".tar.gz | tar zx --strip-components=1 \ && ./auto/confi...",2022,2022
Nginx,https://stackoverflow.com/questions/71849850/how-can-nginx-be-configured-to-forward-different-locations-to-different-local-po,I'm running nginx on docker and it is currently serving a webpage with SSL on let's say https://example.com I've now created another set of containers that provide their own web server and it is avail...,2022,2022
Nginx,https://stackoverflow.com/questions/71886177/how-to-configure-cache-response-header-for-root-path-only,"i am using nginx for static files and want that all files should be cached by browser, but not index.html. Tried following config but i get cache response header for index.html also. how can i change ...",2022,2022
Nginx,https://stackoverflow.com/questions/71907762/nginx-websocket-config-wss-config-in-nginx,I am trying to configure my nginx server so that i can use wss for my domain: server { listen [::]:80; listen 80; server_name example.com www.example.com; location /.well-known/acme-challenge { allow ...,2022,2022
Nginx,https://stackoverflow.com/questions/71930122/how-to-keep-docker-name-resolution-when-html-from-nginx-try-to-consume-webapi-se,"I'm orchestrating the staging environment through docker-compose , and expect to use the services name to address internal requests (Docker DNS). The system consists of: A MSSQL ( internal access only...",2022,2022
Nginx,https://stackoverflow.com/questions/71188827/websocket-connection-does-not-happen-and-connection-request-gets-400-error-nginx,I followed tutorial for deploying websockets for Django-channels using Daphne and Nginx. Here is what my NGINX.conf at etc/nginx/sites-enabled/ looks like server { listen 80; server_name my_server_ip;...,2022,2022
Nginx,https://stackoverflow.com/questions/71210935/remove-a-part-of-a-log-in-loki,"I have installed Grafana, Loki, Promtail and Prometheus with the grafana/loki-stack . I also have Nginx set up with the Nginx helm chart . Promtail is ingesting logs fine into Loki, but I want to cust...",2022,2024
Nginx,https://stackoverflow.com/questions/71220420/nginx-display-custom-error-page-if-folder-does-not-exist,I would like to display a custom error page if there is a folder missing. My directory structure is the following: data defaults error.html nothosted.html example.com misc error.html example.net ... S...,2022,2022
Nginx,https://stackoverflow.com/questions/71273180/gitlab-kubernetes-agent-behind-nginx-reverse-proxy,"Dear friendly developer, I am trying to register a Gitlab Kubernetes Agent inside a Minikube with a self hosted Gitlab instance. The Gitlab instance is a dockerized Omnibus installation. It does not h...",2022,2022
Nginx,https://stackoverflow.com/questions/71317809/how-to-increase-file-upload-size-in-django-application-running-on-ec2-instance-w,"I've a Django application that is running on EC2 instance. It is uploading file upto 100MB without any problems, but above 100MB file size, it gives error 413 Request Entity Too Large . I've tried in ...",2022,2022
Nginx,https://stackoverflow.com/questions/71366555/cannot-see-initial-page-from-nginx-in-other-computers-in-same-lan-on-fedora-35,"I have installed it with command ""sudo yum install ngingx"" and its visible from computer host using its own ip in the browser, but in other computer in the same LAN and resolving ping it doesnt work a...",2022,2023
Nginx,https://stackoverflow.com/questions/71560374/permessage-deflate-extension-breaks-socket-io-websocket-communication-400-bad-r,I need to enable compression for websocket communication (using socketio). I did this by setting the perMessageDeflate to true which worked fine in my development environment and on a staging server (...,2022,2022
Nginx,https://stackoverflow.com/questions/71797414/how-to-change-nginx-configuration-context-uri-for-odoo,My odoo15 works fine for this URL -> https://vidatest.xyz and below is the nginx configuration as suggested by odoo documentation. #odoo server upstream odoo { server 127.0.0.1:8069; } upstream odooch...,2022,2022
Nginx,https://stackoverflow.com/questions/71812232/why-connection-refused-error-on-simple-docker-nginx-configuration,I have this Dockerfile : FROM nginx:latest COPY devops/nginx_proxy.conf /etc/nginx/conf.d/default.conf EXPOSE 8080 and a devops/nginx_proxy.conf : server { listen 8080; client_max_body_size 32M; under...,2022,2022
Nginx,https://stackoverflow.com/questions/71886926/sharing-location-configuration-in-nginx,"I could not decide the best name for the question. Essentially what I want to achieve is to set a custom allowed body size for a specific location on the webserver. On the other hand, I was able to ac...",2022,2022
Nginx,https://stackoverflow.com/questions/71935922/nginx-access-rights-using-string-interpolated-file-location,I found something curious about the nginx configuration. Whenever I put a string-literal as certificate/key-file location everything works fine. But since I need a bit more dynamic logic I tried maps ...,2022,2022
Nginx,https://stackoverflow.com/questions/71969857/nginx-setup-to-match-proxy-middleware-configuration,"I have the following setupProxy.js class that configures redirection for api calls to my server. const { createProxyMiddleware } = require(""http-proxy-middleware""); module.exports = function (app) { a...",2022,2022
Nginx,https://stackoverflow.com/questions/72010929/socket-io-on-docker-compose-stack-node-angular,I'm trying to integrate Socket.io into a docker-compose stack with a frontend ( Angular + Nginx ) and a backend ( Node.JS Express ). The goal of this instance is to broadcast in real-time messages bet...,2022,2022
Nginx,https://stackoverflow.com/questions/72108003/err-ssl-unrecognized-name-alert-nginx,I was using Laravel Forge and stopped using it due to a problem with my card. So I continued on my own with Digital Ocean. I followed the below instructable to apply SSL to the site. https://www.digit...,2022,2022
Nginx,https://stackoverflow.com/questions/72129793/nginx-kubernetes-ingress-returns-502,"I am trying to deploy simple REST API app in Kubernetes cluster in AWS EKS. Everything else is reverse proxying just fine. I use following config for deployment. Pod is healthy, pod restarts every 20 ...",2022,2022
Nginx,https://stackoverflow.com/questions/72143337/flask-redirecting-leads-to-time-out-error,"I have this simple redirect from '/' to '/home', handled by flask with app.py @app.route('/') #Redirects to home page def redirect_home(): return redirect(""/home"") When I use it with my browser it alw...",2022,2022
Nginx,https://stackoverflow.com/questions/72158497/nginx-constant-writes-causes-cpu-i-o-wait,I'm running nginx/1.20.1 on a G9 CentOS 7 machine for serving static video files with the following specs: 32 cores of CPU 32GB of RAM 6TB of HDD storage Nginx config: user root; worker_processes auto...,2022,2022
Nginx,https://stackoverflow.com/questions/72162257/wordpress-error-404-in-migration-from-apache-to-nginx,"I have a working WordPress installation on an Apache server and wanted to migrate to an NGINX server on a VPS. I've copied all the files, set up the MSQL connection, etc. and everything seems to work ...",2022,2022
Nginx,https://stackoverflow.com/questions/72190055/nginx-how-to-configure-the-dynamic-proxy-for-aws-s3-bucket,"We have the following nginx configuration, corresponding to each s3 bucket, location /bucketname1/ { proxy_pass https://bucketname1.s3.amazonaws.com/; } location /bucketname2/ { proxy_pass https://buc...",2022,2022
Nginx,https://stackoverflow.com/questions/72205206/digital-ocean-deployment-error-502-bad-gateway,"I had my site up and running, but the admin CSS was not loading, I am not sure what I did that the server did not agree, but now the entire site is down with a 502 Bad Gateway message. Here are the co...",2022,2022
Nginx,https://stackoverflow.com/questions/72269852/net-core-webapi-aws-elasticbeanstalk-nginx-configuration,"I've moved my .NET Core WebAPI to an AWS EB Instance. This works fine, however my file upload has now broken due to the Nginx 'client_max_body_size' configuration. I've looked up how to override this,...",2022,2022
Nginx,https://stackoverflow.com/questions/72271324/api-requests-that-need-authorization-return-cors-error,Initial Problem I work on a web application (react) that accesses data via an API. The API runs for development reasons on a docker container on my local machine. Simple GET requests (via axios) got m...,2022,2022
Nginx,https://stackoverflow.com/questions/72284389/why-cors-error-come-out-when-i-call-an-api,"I deployed a project which has two APIs, login and loadMenu respectively, to a server. When I call the login API, everything is fine and I get the result. But when I try to call the loadMenu API, a CO...",2022,2022
Nginx,https://stackoverflow.com/questions/72290874/custom-nginx-error-page-dont-work-in-production,I am trying of custom the Nginx error page. 1/ I created a html page test (this name 400.html) 2/ I created a custom-error-page.conf file in the /etc/nginx/snippets/ directory : error_page 400 /400.ht...,2022,2022
Nginx,https://stackoverflow.com/questions/72972080/configure-nginx-for-nodejs-site-on-windows-server-2012,I have looked through numerous NGINX configuration questions but they all seem to deal with multiple ports. What I am attempting is (apparently) very simple but I cannot seem to get it to work. I have...,2022,2022
Nginx,https://serverfault.com/questions/1148839,zlib.output_compression = On  interfering,2023,2023
Nginx,https://serverfault.com/questions/1130664, cannot use both ipv6only=off and ipv6only=on,2023,2023
Nginx,https://stackoverflow.com/questions/75278778,There should not have a space,2023,2023
Nginx,https://stackoverflow.com/questions/76945599,default configuration should be removed,2023,2023
Nginx,https://stackoverflow.com/questions/76732588,default configuration should be removed,2023,2023
Nginx,https://stackoverflow.com/questions/76747168,Nginx rate limiting reuse,2023,2023
Nginx,https://stackoverflow.com/questions/76050367,proxy_pass set with https and proxy_ssl_server_name on;,2023,2023
Nginx,https://stackoverflow.com/questions/77487145,Nginx and Apache HTTPD servers by default listen on the standard HTTP port 80,2023,2023
Nginx,https://stackoverflow.com/questions/77038929,wrong identifier name,2023,2023
Nginx,https://stackoverflow.com/questions/77579760,redundant trailing slash for 502,2023,2023
Nginx,https://stackoverflow.com/questions/77482842,https and http should listen to different port,2023,2023
Nginx,https://stackoverflow.com/questions/77379141,proxy_pass do not point correct container,2023,2023
Nginx,https://stackoverflow.com/questions/77317363,the host name do not exist,2023,2023
Nginx,https://stackoverflow.com/questions/77163428,"two containers, both are listening to port 8080 internally",2023,2023
Nginx,https://stackoverflow.com/questions/76948179,wrong path,2023,2023
Nginx,https://stackoverflow.com/questions/76956106,wrong path,2023,2023
Nginx,https://stackoverflow.com/questions/76841799,wrong path,2023,2023
Nginx,https://stackoverflow.com/questions/76448293,environment variable PUBLIC_URL was not defined to / ,2023,2023
Nginx,https://stackoverflow.com/questions/76259258/,https and http should listen to different port,2023,2024
Nginx,https://stackoverflow.com/questions/76150479,wrong port,2023,2023
Nginx,https://stackoverflow.com/questions/75982950/,https and http should listen to different port,2023,2023
Nginx,https://stackoverflow.com/questions/75964831/,wrong user name,2023,2023
Nginx,https://stackoverflow.com/questions/75467251/,with a trailing slash) in proxy_pass,2023,2023
Nginx,https://stackoverflow.com/questions/75407845/,IP not localhost name,2023,2023
Nginx,https://serverfault.com/questions/1128178/,wrong IP,2023,2023
Nginx,https://serverfault.com/questions/1120197/,listen 2 port for nginx,2023,2023
Nginx,https://stackoverflow.com/questions/76853418,set the wrong port,2023,2023
Nginx,https://stackoverflow.com/questions/75412175/,proxy_pass  http://172.17.0.1:49321/foobar;    with the path of other component,2023,2023
Nginx,https://stackoverflow.com/questions/77065725,do not set resolver  point to dockers container dns:,2023,2023
Nginx,https://stackoverflow.com/questions/77543237,change the file path,2023,2023
Nginx,https://stackoverflow.com/questions/77423069,doesn't accept insecure connections should listen port 443,2023,2023
Nginx,https://stackoverflow.com/questions/77065725,do not set dns resolver ip,2023,2023
Nginx,https://stackoverflow.com/questions/76878906/,set client_body_in_file_only to clean to stop adding nodes,2023,2023
Nginx,https://stackoverflow.com/questions/76829379,did not set port to listen,2023,2023
Nginx,https://stackoverflow.com/questions/76818121/,should set ipv6,2023,2023
Nginx,https://stackoverflow.com/questions/76726779/,wrong port and lack of a configuration ,2023,2023
Nginx,https://stackoverflow.com/questions/76418037,add resolver 127.0.0.11 ipv6=off,2023,2023
Nginx,https://stackoverflow.com/questions/76234540,should use http not https,2023,2023
Nginx,https://stackoverflow.com/questions/76140440/,add some configurations to files,2023,2023
Nginx,https://stackoverflow.com/questions/76134183,add some configurations to files,2023,2023
Nginx,https://stackoverflow.com/questions/76075537/,add some configurations to files,2023,2023
Nginx,https://stackoverflow.com/questions/75918429,add some configurations to files,2023,2023
Nginx,https://stackoverflow.com/questions/75347224,did not listen to port 443,2023,2023
Nginx,https://stackoverflow.com/questions/75287059/,add resolver 1.1.1.1 valid=30s;,2023,2023
Nginx,https://stackoverflow.com/questions/75170803/,"add a slash at the end of the location,",2023,2023
Nginx,https://stackoverflow.com/questions/75071474/,did not set port to listen,2023,2023
Nginx,https://stackoverflow.com/questions/75046077,set proxy_ssl_server_name on,2023,2023
Nginx,https://serverfault.com/questions/1127094,add the add_header to configuration file,2023,2023
Nginx,https://stackoverflow.com/questions/75046077/,adding proxy_ssl_server_name on;,2023,2023
Nginx,https://serverfault.com/questions/1148484/,did not listen to port 443,2023,2024
Nginx,https://serverfault.com/questions/1147982/,add some configurations to files,2023,2023
Nginx,https://serverfault.com/questions/1131843/,increasing the buffer size?proxy_buffer_size,2023,2023
Nginx,https://stackoverflow.com/questions/74989971/hosting-fastapi-on-vast-ai-gpu-instance,"How to allow http traffic on vast.ai instance? I'd like to host GPU related code using fastAPI+nginx, but I am not seeing NGINX homepage after configuration. I am not seeing bad gateway error. What I ...",2023,2023
Nginx,https://stackoverflow.com/questions/75006681/rewrite-uri-with-ingress-for-different-k8s-services,Basically I need to achieve the workflow as below. I've already deployed the official nginx helm-chart without any custom-values. The flow I'm trying to achieve: ‚Ä?https://test-api.foo.com/ >>> http:/...,2023,2023
Nginx,https://stackoverflow.com/questions/75021497/nginx-returning-404-not-found-for-get-request,I have the following nginx.conf for my nginx server http { server { listen 80; location /service_data { root /opt; index service_state; } } } events {} When I do curl ip_address:80 nginx returns its s...,2023,2023
Nginx,https://stackoverflow.com/questions/75043336/basic-nginx-proxy-pass-example-is-serving-404s,I have an very basic out-of-the-box NGINX server running on a Windows machine at http://10.0.15.19:80 . I'm attempting to use it as a proxy to get around a CORS restriction. I have the following nginx...,2023,2023
Nginx,https://stackoverflow.com/questions/75071474/how-to-deploy-fastapi-app-to-ec2-with-docker-compose-yaml-and-dockerized-nginx-s,"Trying to switch to using docker-compose to deploy the application on EC2. At the same time, I want nginx to be deployed in docker image as well. Dockerfile FROM tiangolo/uvicorn-gunicorn-fastapi:pyth...",2023,2023
Nginx,https://stackoverflow.com/questions/75083219/nginx-ubuntu-user-password,"I have a nodejs backend hosted on AWS EC2 Ubuntu 20.04 instances. When i ssh into my server, everything is working accordingly. Today i tried configuring nginx, so i created website.com files inside s...",2023,2023
Nginx,https://stackoverflow.com/questions/75095812/using-subdomains-on-cloud-run-with-nginx,"The idea: I want to run a static site deployed on NGINX server in Cloud Run. This server is going to have two subdomains - basically, I want to have two domains assigned to one Cloud Run instance. The...",2023,2023
Nginx,https://stackoverflow.com/questions/75110877/how-do-i-properly-configure-nginx-for-domain-name-access,There is such a config server { listen 8080; server_name 18.157.238.183 team-mate.app www.team-mate.app; location / { proxy_pass http://127.0.0.1:8000; } location /static/ { root /app; } } The website...,2023,2023
Nginx,https://stackoverflow.com/questions/75114472/502-bad-gateway-in-production-with-nextjs-next-auth-with-url-api-auth-callback,"I'm trying to publish a nextjs app that uses 'next-auth' with aws Cognito. When I run it locally, either using next dev OR next start it works completely fine. When I run it on the production server (...",2023,2024
Nginx,https://stackoverflow.com/questions/75120111/how-can-i-intercept-all-outgoing-responses-within-nginx-and-modify-them,I have a nginx server that serves a forum via php. I want to add an upstream to nginx that intercepts all responses generated by the php application and modifies the response. Is it possible to achiev...,2023,2023
Nginx,https://stackoverflow.com/questions/75141452/spring-boot-why-is-the-app-port-attached-to-dns-after-reverse-proxying,"I created a spring boot app behind an nginx proxy. When a specific dns (example.com) is received from nginx port 80, a reverse proxy is configured to go to the spring boot app.(The port of spring boot...",2023,2023
Nginx,https://stackoverflow.com/questions/75163763/git-server-cannot-push-unable-to-create-temporary-object-directory,"Good afternoon, I'm trying to come up with my own hosted git server and I am having trouble configuring the git options with HTTPs. I have installed nginx and fastcgi. And those are the following conf...",2023,2023
Nginx,https://stackoverflow.com/questions/75176877/keycloack-in-prod-is-stuck-on-loading-admin-page,"I have a keycloak server deployed with docker behind a nginx reverse proxy. In dev mode all is working fine, but since I am trying to deploy it in prod I can acces the app but when I want to config my...",2023,2023
Nginx,https://stackoverflow.com/questions/75180825/nginx-configuration-for-static-html-css,"I have the below configuration for nginx, server { listen 80; root /vol/www/home; index /index.html; error_page 404 /404.html; location = /404.html { internal; } location / { try_files $uri $uri/ =404...",2023,2023
Nginx,https://stackoverflow.com/questions/75184965/persistent-volume-claim-attach-to-kubernetes-deployment-to-access-files-present,I have a requirement to store files in a PVC and attach that PVC to a Nginx ingress controller deployment so that application can access the files which are present in PVC but at the same application ...,2023,2023
Nginx,https://stackoverflow.com/questions/75201805/subdirectoriy-return-incorrect-content-nginx-autoindex-with-dynamic-path,"I want to use autoindex to expose some files on the server. For convenience, I want to use short_id in the url, but use full_id on the file system. When I try to access subdirectories or download file...",2023,2023
Nginx,https://stackoverflow.com/questions/75207541/limit-req-in-nginx-in-docker-using-webdevops-php-nginx,I don't suppose anyone would be prepared to outline for me how I might go about setting values for limit_req in NGINX in a Docker container using webdevops/php-nginx. I'm getting very occasional rate ...,2023,2023
Nginx,https://stackoverflow.com/questions/75234147/nginx-reverse-proxy-fails-to-access-prometheus-container,I've created this docker compose file which build + runs without errors version: '3.7' volumes: grafana: driver: local prometheus-data: driver: local services: prometheus: image: prom/prometheus:lates...,2023,2024
Nginx,https://stackoverflow.com/questions/75235718/mean-nginx-restart-server-when-trying-to-save-file,"I have a MEAN application, in Node I use multer to store files. My configuration file: server { listen 80 default_server; listen [::]:80; server_name _; location / { root /opt/front-end/; try_files $u...",2023,2023
Nginx,https://stackoverflow.com/questions/75244135/kubernetes-nginx-controller-avoid-loading-assets-css-js-etc-via-302-redire,I have a local kubernetes cluster (k3s) with an nginx controller (installed via helm). I have two services (Spring-Boot myapp and an auth-server (OAuth2)). I'm trying to make my application work with ...,2023,2023
Nginx,https://stackoverflow.com/questions/75247903/aks-ingress-nginx-ingress-controller-failing-to-route-by-host,"I am configuring an ingress-nginx load balancer on Azure Kubernetes service. I have installed the load balancer using Helm, and set up ingress. Here is the behavior I'm encountering: When I include a ...",2023,2023
Nginx,https://stackoverflow.com/questions/75262031/how-to-set-up-strapi-through-nginx-with-ssl,I'm working on digitalOcean droplets. https://docs.strapi.io/developer-docs/latest/setup-deployment-guides/deployment/optional-software/nginx-proxy.html#strapi-server I've been trying to follow this g...,2023,2023
Nginx,https://stackoverflow.com/questions/75263265/i-have-to-enter-my-login-twice-and-ssh-key-doesnt-work-on-a-dockerized-gitlab,I launch gitlab with this command: sudo docker run --detach --hostname example.com --publish 4433:443 --publish 8080:80 --publish 2222:22 --name gitlab --restart always --volume /data/gitlab/config:/e...,2023,2023
Nginx,https://stackoverflow.com/questions/75264362/nginx-ingress-controller-returns-fake-certificate-for-one-ingress-but-the-right,"I have this weird situation where there are 2 services, each with its own ingress spec, but very similar. For one the ingress controller returns the expected certificate while for the other - the fake...",2023,2023
Nginx,https://stackoverflow.com/questions/75275291/angular-home-page-component-routing-issue,I have 2 components in angular Webpage Registeration Form The routes should be like localhost:4200 - Home Component localhost:4200/register - Registeration Component But in router modules nothing can ...,2023,2023
